Ref,Old Error,GQL,Cause,Status
CYS-112,"Closed Dynamic Union Types can not be appended with `NOT NULL`, specify `NOT NULL` on all inner types instead.",42001,42I33,Neo.ClientError.Statement.SyntaxError
CYS-113,Path selectors such as `$selector` are not supported within quantified path patterns.,42001,42N35,Neo.ClientError.Statement.SyntaxError
CYS-114,Path selectors such as `$selector` are not supported within parenthesized path patterns.,42001,42N35,Neo.ClientError.Statement.SyntaxError
CYS-115,The PERIODIC COMMIT query hint is no longer supported. Please use CALL { ... } IN TRANSACTIONS instead.,42001,42I52,Neo.ClientError.Statement.SyntaxError
CYS-116,Support for setting Cypher Version has been removed,N/A,,Neo.ClientError.Statement.SyntaxError
CYS-117,Cannot use aggregation in ORDER BY if there are no aggregate expressions in the preceding $name,42001,42N23,Neo.ClientError.Statement.SyntaxError
CYS-118,Expected exactly one statement per query but got: $size,42001,42I15,Neo.ClientError.Statement.SyntaxError
CYS-119,"Unknown function 'not'. If you intended to use the negation expression, surround it with parentheses.",42001,42N48,Neo.ClientError.Statement.SyntaxError
CYS-120,Unknown function '$functionName',42001,42N48,Neo.ClientError.Statement.SyntaxError
CYS-121,Function call does not provide the required number of arguments: expected 0 got $actualNumArgs.Function $name has signature: $signaturemeaning that it expects 0 argumentsFunction $name has signature: $signaturemeaning that it expects 0 arguments,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-122,Function call does not provide the required number of arguments: expected 1 got $actualNumArgs.Function $name has signature: $signaturemeaning that it expects 1 argument of type $type,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-123,Function call does not provide the required number of arguments: expected $expectedNumArgs got $actualNumArgs.Function $name has signature: $signaturemeaning that it expects $expectedNumArgs arguments of type $typesDescription: $signatureDescription,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-124,Insuffiicient parameters for function $name,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-125,The property existence syntax `... exists(variable.property)` is no longer supported. Please use `variable.property IS NOT NULL` instead.,42001,42I52,Neo.ClientError.Statement.SyntaxError
CYS-126,Argument to exists(...) is not a pattern,22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-127,distance' has been replaced by 'point.distance',42001,42I52,Neo.ClientError.Statement.SyntaxError
CYS-128,Too many parameters for function $name,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-129,Variable $name already declared,42001,42N59,Neo.ClientError.Statement.SyntaxError
CYS-130,Type mismatch: $variable defined with conflicting type $existingTypes (expected $expectedTypes),22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-131,Variable $name not defined,42001,42N62,Neo.ClientError.Statement.SyntaxError
CYS-132,$shortestPathFunc(...) contains properties $props. This is currently not supported.,42001,42N56,Neo.ClientError.Statement.SyntaxError
CYS-133,$shortestPathFunc(...) requires a pattern containing a single relationship,42001,42N40,Neo.ClientError.Statement.SyntaxError
CYS-134,A $shortestPathFunc(...) requires bound nodes when not part of a MATCH clause.,42001,42N65,Neo.ClientError.Statement.SyntaxError
CYS-135,Bound relationships are not allowed in $shortestPathFunc(...),42001,42N66,Neo.ClientError.Statement.SyntaxError
CYS-136,$shortestPathFunc(...) contains quantified pattern. This is currently not supported.,42001,42I23,Neo.ClientError.Statement.SyntaxError
CYS-137,"$shortestPathFunc(...) cannot be used in $keyword, but only in a MATCH clause.",42001,42I04,Neo.ClientError.Statement.SyntaxError
CYS-138,$shortestPathFunc(...) does not support a minimal length different from 0 or 1,42001,42I08,Neo.ClientError.Statement.SyntaxError
CYS-139,"Path selectors such as `$selector` cannot be used in $keyword, but only in a MATCH clause.",42001,42I04,Neo.ClientError.Statement.SyntaxError
CYS-140,"Quantified path patterns cannot be used in $keyword, but only in a MATCH clause.",42001,42I04,Neo.ClientError.Statement.SyntaxError
CYS-141,Quantified path patterns are not allowed to be nested.,42001,42I12,Neo.ClientError.Statement.SyntaxError
CYS-142,shortestPath(...) is only allowed as a top-level element and not inside a quantified path pattern,42001,42N69,Neo.ClientError.Statement.SyntaxError
CYS-143,Variable length relationships cannot be part of a quantified path pattern.,42001,42I41,Neo.ClientError.Statement.SyntaxError
CYS-144,$shortestPathFunc(...) is only allowed as a top-level element and not inside a parenthesized path pattern,42001,42N69,Neo.ClientError.Statement.SyntaxError
CYS-145,"From within a quantified path pattern, one may only reference variables, that are already bound in a previous `MATCH` clause.In this case, $name is defined in the same `MATCH` clause as $stringifiedPatternElement.",42001,42N62,Neo.ClientError.Statement.SyntaxError
CYS-146,"From within a parenthesized path pattern, one may only reference variables, that are already bound in a previous `MATCH` clause.In this case, $name is defined in the same `MATCH` clause as $stringifiedPatternElement.",42001,42N62,Neo.ClientError.Statement.SyntaxError
CYS-147,$invalidName is not a valid token name. Token names cannot be empty or contain any null-bytes.,42001,42I11,Neo.ClientError.Statement.SyntaxError
CYS-148,"Parameter maps cannot be used in `$keyword` patterns (use a literal map instead, e.g. `{id: $paramName.id}`)",42001,42N32,Neo.ClientError.Statement.SyntaxError
CYS-149,"A pattern expression should only be used in order to test the existence of a pattern. It can no longer be used inside the function size(), an alternative is to replace size() with COUNT {}.",42001,42I52,Neo.ClientError.Statement.SyntaxError
CYS-150,"A pattern expression should only be used in order to test the existence of a pattern. It should therefore only be used in contexts that evaluate to a boolean, e.g. inside the function exists() or in a WHERE-clause. No other uses are allowed, instead they should be replaced by a pattern comprehension.",42001,42I34,Neo.ClientError.Statement.SyntaxError
CYS-151,The variable '$variable' is referencing an entity that is created in the same CREATE clause which is not allowed. Please only reference variables created in earlier clauses.,42001,42N68,Neo.ClientError.Statement.SyntaxError
CYS-152,The $type variable '$variable' is referencing a $type that is created in the same CREATE clause which is not allowed. Please only reference variables created in earlier clauses.,42001,42N68,Neo.ClientError.Statement.SyntaxError
CYS-153,Coercion of list to boolean is not allowed. Please use `NOT isEmpty(...)` instead.,42001,22N37,Neo.ClientError.Statement.SyntaxError
CYS-154,Type mismatch for parameter '$name': expected $expected but was $existing,22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-155,Type mismatch: expected $expected but was $existing,22G03,22N27 or 22NB1 depending whether context info in available,Neo.ClientError.Statement.SyntaxError
CYS-156,Type mismatch for parameter '$name': accumulator is $expected but expression has type $existing,22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-157,Type mismatch: accumulator is $expected but expression has type $existing,22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-158,"Type mismatch for parameter '$name': list index must be given as Integer, but was $actual",22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-159,"Type mismatch: list index must be given as Integer, but was $actual",22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-160,"Type mismatch for parameter '$name': map key must be given as String, but was $actual",22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-161,"Type mismatch: map key must be given as String, but was $actual",22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-162,"Type mismatch for parameter '$name': node or relationship property key must be given as String, but was $actual",22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-163,"Type mismatch: node or relationship property key must be given as String, but was $actual",22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-164,"Type mismatch: expected Boolean, Float, Integer, Point, String, Duration, Date, Time, LocalTime, LocalDateTime or DateTime but was $specifiedType",22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-165,"Type mismatch: expected Boolean, Integer or String but was $specifiedType",22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-166,Type mismatch: expected Boolean or String but was $specifiedType,22G03,22N27,Neo.ClientError.Statement.SyntaxError
CYS-167,Failed to parse comment. A comment starting on `/*` must have a closing `*/`.,42001,42I02,Neo.ClientError.Statement.SyntaxError
CYS-168,Failed to parse string literal. The query must contain an even number of non-escaped quotes.,42001,42I19,Neo.ClientError.Statement.SyntaxError
CYS-169,"It is not allowed to refer to variables in $name, so that the value for $name can be statically calculated.",42001,42N28,Neo.ClientError.Statement.SyntaxError
CYS-170,"It is not allowed to use patterns in the expression for $name, so that the value for $name can be statically calculated.",42001,42N28,Neo.ClientError.Statement.SyntaxError
CYS-171,Invalid input. '$literal' is not a valid value. Must be a non-negative integer.,42001,42N31,Neo.ClientError.Statement.SyntaxError
CYS-172,Invalid input. '$literal' is not a valid value. Must be a positive integer.,42001,42N31,Neo.ClientError.Statement.SyntaxError
CYS-173,Mixing variable-length relationships ('-[*]-') with quantified relationships ('()-->*()') or quantified path patterns ('(()-->())*') is not allowed.,42001,42I41,Neo.ClientError.Statement.SyntaxError
CYS-174,Mixing shortestPath/allShortestPaths with path selectors (e.g. 'ANY SHORTEST') or explicit match modes ('e.g. DIFFERENT RELATIONSHIPS') is not allowed.,42001,42I39,Neo.ClientError.Statement.SyntaxError
CYS-175,CSV field terminator can only be one character wide,42001,42I05,Neo.ClientError.Statement.SyntaxError
CYS-176,Match modes such as `$matchMode` are not supported yet.,42001,42N54,Neo.ClientError.Statement.SyntaxError
CYS-177,REPORT STATUS can only be used when specifying ON ERROR CONTINUE or ON ERROR BREAK,42001,42I36,Neo.ClientError.Statement.SyntaxError
CYS-178,Nested CALL { ... } IN TRANSACTIONS is not supported,42001,42N58,Neo.ClientError.Statement.SyntaxError
CYS-179,CALL { ... } IN TRANSACTIONS nested in a regular CALL is not supported,42001,42N58,Neo.ClientError.Statement.SyntaxError
CYS-180,"All types in a Closed Dynamic Union must be nullable, or be appended with `NOT NULL`",42001,42N63,Neo.ClientError.Statement.SyntaxError
CYS-181,Importing WITH should consist only of simple references to outside variables. Aliasing or expressions are not supported.,42001,42I28,Neo.ClientError.Statement.SyntaxError
CYS-182,Importing WITH should consist only of simple references to outside variables. $keyword is not allowed.,42001,42I28,Neo.ClientError.Statement.SyntaxError
CYS-183,Cannot use standalone call with WHERE (instead use: `CALL ... WITH * WHERE ... RETURN *`),42001,42N24,Neo.ClientError.Statement.SyntaxError
CYS-184,Cannot use `YIELD *` outside standalone call,42001,42I43,Neo.ClientError.Statement.SyntaxError
CYS-185,CALL { ... } IN TRANSACTIONS in a UNION is not supported,42001,42N47,Neo.ClientError.Statement.SyntaxError
CYS-186,Label expressions in shortestPath are not allowed in an expression,42001,42I30,Neo.ClientError.Statement.SyntaxError
CYS-187,Label expressions are not allowed to contain '|:'.,42001,42I20,Neo.ClientError.Statement.SyntaxError
CYS-188,Relationship types in a relationship type expressions may not be combined using ':',42001,42I20,Neo.ClientError.Statement.SyntaxError
CYS-189,Invalid use of aggregating function $funcName(...) in this context,42001,42I24,Neo.ClientError.Statement.SyntaxError
CYS-190,Reduce(...) requires '| expression' (an accumulation expression),42001,42N41,Neo.ClientError.Statement.SyntaxError
CYS-191,Invalid use of DISTINCT with function '$functionName',42001,42I27,Neo.ClientError.Statement.SyntaxError
CYS-192,Can't use aggregate functions inside of aggregate functions.,42001,42I24,Neo.ClientError.Statement.SyntaxError
CYS-193,"Invalid input '$value' is not a valid argument, must be a number in the range 0.0 to 1.0",42001,42N31,Neo.ClientError.Statement.SyntaxError
CYS-194,"A map with keys $keyList is not describing a valid point, a point is described either by using cartesian coordinates e.g. {x: 2.3, y: 4.5, crs: 'cartesian'} or using geographic coordinates e.g. {latitude: 12.78, longitude: 56.7, crs: 'WGS-84'}.",42001,42I16,Neo.ClientError.Statement.SyntaxError
CYS-195,Path selectors such as `$selector` are not supported yet,42001,42N55,Neo.ClientError.Statement.SyntaxError
CYS-196,"A top-level path pattern in a `MATCH` clause must be written such that it always evaluates to at least one node pattern.In this case, `$stringifiedMinimalPatternPart` would result in an empty pattern.",42001,42N64,Neo.ClientError.Statement.SyntaxError
CYS-197,The group count needs to be greater than 0.,42001,42N31,Neo.ClientError.Statement.SyntaxError
CYS-198,The path count needs to be greater than 0.,42001,42N31,Neo.ClientError.Statement.SyntaxError
CYS-199,"A quantified path pattern needs to have at least one relationship.In this case, the quantified path pattern $patternStringified consists of only one node.",42001,42N64,Neo.ClientError.Statement.SyntaxError
CYS-200,"A quantified path pattern needs to have at least one relationship.In this case, the quantified path pattern $patternStringified consists of only nodes.",42001,42N64,Neo.ClientError.Statement.SyntaxError
CYS-201,Sub-path assignment is currently not supported.,42001,42N42,Neo.ClientError.Statement.SyntaxError
CYS-202,"Juxtaposition is currently only supported for quantified path patterns. In this case, both $aString and $bString are ${aTypeString}s.That is, neither of these is a quantified path pattern.",42001,42I46,Neo.ClientError.Statement.SyntaxError
CYS-203,"Juxtaposition is currently only supported for quantified path patterns.In this case, $aString is a $aTypeString and $bString is a $bTypeString.That is, neither of these is a quantified path pattern.",42001,42I41,Neo.ClientError.Statement.SyntaxError
CYS-204,A quantifier for a path pattern must not be limited by 0.,42001,42N31,Neo.ClientError.Statement.SyntaxError
CYS-205,"A quantifier for a path pattern must not have a lower bound which exceeds its upper bound.In this case, the lower bound $lower is greater than the upper bound $upper.",42001,42I17,Neo.ClientError.Statement.SyntaxError
CYS-206,"A quantifier for a path pattern must not have a lower bound which exceeds its upper bound.In this case, the lower bound $lower is greater than the upper bound $upper.",42001,42I17,Neo.ClientError.Statement.SyntaxError
CYS-207,Variable length relationships cannot be used in $clause.,42001,42I41,Neo.ClientError.Statement.SyntaxError
CYS-208,"Label expressions are not allowed to contain '|:'.If you want to express a disjunction of labels, please use `$isOrColon$sanitizedLabelExpression` instead",42001,42I20,Neo.ClientError.Statement.SyntaxError
CYS-209,"The semantics of using colon in the separation of alternative relationship types in conjunction withthe use of variable binding, inlined property predicates, or variable length is no longer supported.Please separate the relationships types using `$isOrColon$sanitizedLabelExpression` instead.",42001,42I20,Neo.ClientError.Statement.SyntaxError
CYS-210,Variable length relationships must not use relationship type expressions.,42001,42I41,Neo.ClientError.Statement.SyntaxError
CYS-211,"Relationship type expressions in patterns are not allowed in $clause, but only in a MATCH clause",42001,42I35,Neo.ClientError.Statement.SyntaxError
CYS-212,"Node pattern predicates are not allowed in $clause, but only in a MATCH clause or inside a pattern comprehension",42001,42I32,Neo.ClientError.Statement.SyntaxError
CYS-213,"Relationship pattern predicates are not allowed in $clause, but only in a MATCH clause or inside a pattern comprehension",42001,42I32,Neo.ClientError.Statement.SyntaxError
CYS-214,"Label expressions in patterns are not allowed in $clause, but only in a MATCH clause and in expressions",42001,42I30,Neo.ClientError.Statement.SyntaxError
CYS-215,Relationship pattern predicates are not supported for variable-length relationships.,42001,42N37,Neo.ClientError.Statement.SyntaxError
CYS-216,Assigning a path in a quantified path pattern is not yet supported.,42001,42N34,Neo.ClientError.Statement.SyntaxError
CYS-217,"Procedure call does not provide the required number of arguments: got $givenNumArgs expected at least $minNumArgs (total: $totalNumArgs, $numArgsWithDefaults of which have default values).Procedure $name has signature: $signaturemeaning that it expects no argumentsDescription: $description",42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-218,"Procedure call does not provide the required number of arguments: got $givenNumArgs expected at least $minNumArgs (total: $totalNumArgs, $numArgsWithDefaults of which have default values).Procedure $name has signature: $signaturemeaning that it expects at least 1 argument of type $typeDescription: $description",42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-219,"Procedure call does not provide the required number of arguments: got $givenNumArgs expected at least $minNumArgs (total: $totalNumArgs, $numArgsWithDefaults of which have default values).Procedure $name has signature: $signaturemeaning that it expects at least $minNumArgs arguments of types $typesDescription: $description",42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-220,Procedure call provides too many arguments: got $givenNumArgs expected none.Procedure $name has signature: $signaturemeaning that it expects no argumentsDescription: description,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-221,Procedure call provides too many arguments: got $givenNumArgs expected no more than $totalNumArgs.Procedure $name has signature: $signaturemeaning that it expects no argumentsDescription: description,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-222,Procedure call provides too many arguments: got $givenNumArgs expected no more than $totalNumArgs.Procedure $name has signature: $signaturemeaning that it expects at least 1 argument of type $typeDescription: description,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-223,Procedure call provides too many arguments: got $givenNumArgs expected no more than $totalNumArgs.Procedure $name has signature: $signaturemeaning that it expects at least $minNumArgs arguments of types $typesDescription: description,42001,42I13,Neo.ClientError.Statement.SyntaxError
CYS-224,Procedure call is missing parentheses: $name,42001,42N36,Neo.ClientError.Statement.SyntaxError
CYS-225,Procedure call inside a query does not support passing arguments implicitly. Please pass arguments explicitly in parentheses after procedure name for $name,42001,42N36,Neo.ClientError.Statement.SyntaxError
CYS-226,Procedure call inside a query does not support naming results implicitly (name explicitly using `YIELD` instead),42001,42N25,Neo.ClientError.Statement.SyntaxError
CYS-227,Unknown procedure output: `$outputName`,42001,N48,Neo.ClientError.Statement.SyntaxError
CYS-228,Cannot yield value from void procedure.,42001,42I42,Neo.ClientError.Statement.SyntaxError
CYS-229,A valid Cypher query has to contain at least 1 clause,42001,42I03,Neo.ClientError.Statement.SyntaxError
CYS-230,"The Neo4j AST encodes Unions as a left-deep tree, so the rhs query must always be a SingleQuery. Got `$other`",42001,42I22,Neo.ClientError.Statement.SyntaxError
CYS-231,"Map have the same number of keys and values, but got keys `$keys` and values `$values`",42001,42I09,Neo.ClientError.Statement.SyntaxError
CYS-232,Unknown Cypher type: $ct,42001,42N52,Neo.ClientError.Statement.SyntaxError
CYS-233,Unknown Normal Form: $nf,42001,42N49,Neo.ClientError.Statement.SyntaxError
CYS-234,"Case expressions have the same number of whens and thens, but got whens `whens` and thens `$thens`",42001,42I00,Neo.ClientError.Statement.SyntaxError
CYS-235,"Don't know how to map `$typeName` to the Neo4j Type System.%nPlease refer to the documentation for full details.%nFor your reference, known types are: [boolean, byte[], double, java.lang.Boolean, java.lang.Double, java.lang.Long, java.lang.Number, java.lang.Object, java.lang.String, java.time.LocalDate, java.time.LocalDateTime, java.time.LocalTime, java.time.OffsetTime, java.time.ZonedDateTime, java.time.temporal.TemporalAmount, java.util.List, java.util.Map, long]",22NB8,,Neo.ClientError.Statement.TypeError
CYS-236,Failed to parse query `$queryText`.,42001,,Neo.DatabaseError.Statement.ExecutionFailed
CYS-242,Invalid call signature for $class: Provided input was $input,42001,42I13,Neo.ClientError.Procedure.ProcedureCallFailed
DRI-001,"Illegal value for field ""$fieldName"": Expected $expectedType but got $actualType",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-002,"Illegal value for field ""$fieldName"": Unexpected struct tag: 0x%02X",08N06,22N97,Neo.ClientError.Request.Invalid
DRI-003,"Illegal value for field ""$fieldName"": Duplicate map key: ""$key""",08N06,22N54,Neo.ClientError.Request.Invalid
DRI-004,"Illegal value for field ""$fieldName"": Unknown driver interface type $type",08N06,22N97,Neo.ClientError.Request.Invalid
DRI-005,"Illegal value for field ""Could not parse a NotificationConfig category to ignore.""",08N06,22N04,Neo.ClientError.Request.Invalid
DRI-006,"Illegal value for field ""Could not parse a NotificationConfig's minimum severity.""",08N06,22N04,Neo.ClientError.Request.Invalid
DRI-007,"Illegal value for field ""$fieldName"": Illegal coordinate reference system ""$crsCode""",08N06,22N21,Neo.ClientError.Request.Invalid
DRI-008,"Illegal value for field ""$fieldName"": Illegal CRS/coords combination (crs=$crs, x=$x, y=$y)",08N06,22N24,Neo.ClientError.Request.Invalid
DRI-009,"Illegal value for field ""$fieldName"": Illegal CRS/coords combination (crs=$crs, x=$x, y=$y, z=$z)",08N06,22N24,Neo.ClientError.Request.Invalid
DRI-010,"Illegal value for field ""$fieldName"": Illegal zone identifier ""$zoneName""",08N06,22NB5,Neo.ClientError.Request.Invalid
DRI-011,"Illegal value for field ""$fieldName"": Illegal epoch adjustment epoch seconds: $epochSecond+$nanos",08N06,"22N15,22N03",Neo.ClientError.Request.Invalid
DRI-012,"Illegal value for field ""$fieldName"": Expected map but got $propertyClass",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-013,"Illegal value for field ""$fieldName"": Expected map to contain key: 'product'.",08N06,22N55,Neo.ClientError.Request.Invalid
DRI-014,"Illegal value for field ""$fieldName"": Must be a map with string keys and string values.",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-015,"Illegal value for field ""$fieldName"": Expected Integer but nothing was sent with the message",08N06,22004,Neo.ClientError.Request.Invalid
DRI-016,"Illegal value for field ""$fieldName"": Expecting size to be at least $streamLimitMin, but got: $size",08N06,22N03,Neo.ClientError.Request.Invalid
DRI-017,"Illegal value for field ""$fieldName"": Expecting access mode value to be 'r' or 'w'",08N06,22N04,Neo.ClientError.Request.Invalid
DRI-018,"Illegal value for field ""$fieldName"": Expected list of strings",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-019,"Illegal value for field ""$fieldName"": Required to be a String",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-020,"Illegal value for field ""$fieldName"": Required to be a List::String",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-021,"Illegal value for field ""$fieldName"": crs code exceeds valid bounds",08N06,"22N29,22003",Neo.ClientError.Request.Invalid
DRI-022,"Illegal value for field ""$fieldName"": Value is out of bounds ",08N06,22N03,Neo.ClientError.Request.Invalid
DRI-023,"Illegal value for field ""$fieldName"": Value exceeds bounds ",08N06,22N03,Neo.ClientError.Request.Invalid
DRI-024,"Illegal value for field ""$fieldName"": Expected list",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-025,"Illegal value for field ""$fieldName"": Expected value to be non-null",08N06,22004,Neo.ClientError.Request.Invalid
DRI-026,"Illegal value for field ""$fieldName"": Expected long",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-027,"Illegal value for field ""$fieldName"": Expected dictionary",08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-028,"Illegal value for field ""$fieldName"": Expected string",MERGE,,Neo.ClientError.Request.Invalid
DRI-029,Unexpected type: Expected $expectedType but got $actualType,08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-030,Unexpected type: $actualType,08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-031,Expected $expectedType but got $actualType,08N06,22G03 - 22N01,Neo.ClientError.Request.Invalid
DRI-032,Value of size $actual exceeded limit of $limit,08N06,22N56,Neo.ClientError.Request.Invalid
DRI-033,Message of type $requestClass cannot be handled by a session in the $state state.,08N06,08N10,Neo.ClientError.Request.Invalid
DRI-034,Routing WRITE queries is not supported in clusters where Server-Side Routing is disabled.,08N01,,Neo.ClientError.Request.Invalid
DRI-035,Message ‘$requestMessage’ cannot be handled by session in the $state state,08N06,08N10,Neo.ClientError.Request.Invalid
DRI-036,Could not parse the incoming JSON,08N11,22N95,Neo.ClientError.Request.Invalid
DRI-037,Could not map the incoming JSON,08N11,22N96,Neo.ClientError.Request.Invalid
DRI-038,"Unable to deserialize request.Expected first field to be '$expectedField', but was '$inputText'.",08N11,22N98,Neo.ClientError.Request.Invalid
DRI-039,"Unable to deserialize request.Expected $expectedTokens, found $foundTokens.",08N11,22N99,Neo.ClientError.Request.Invalid
DRI-040,No statement provided.,08N11,22N06,Neo.ClientError.Request.Invalid
DRI-041,$wrappedError,08N11,22???,Neo.ClientError.Request.Invalid
DRI-042,$wrappedError,08N11,"22N95, 22NA8",Neo.ClientError.Request.Invalid
DRI-043,"$wrappedError [line: $line, column: $column]",08N11,"22N95, 22NA8",Neo.ClientError.Request.Invalid
DRI-044,Invalid authentication header.,08N11,42NFF,Neo.ClientError.Request.Invalid
DRI-045,Illegal struct size: Expected struct to be $expected fields but got $actual,08N11,22N57,Neo.ClientError.Request.Invalid
DRI-046,Illegal struct size: Expected struct to be $expectedMin-$expectedMax fields but got $actual,08N11,22N57,Neo.ClientError.Request.Invalid
DRI-047,No such statement: $statementId,08N06,22004,Neo.ClientError.Request.Invalid
DRI-048,Request of type $class is not permitted while failed or interrupted,08N06,08N10,Neo.ClientError.Request.Invalid
DRI-049,"Unsupported value type  $param. Supported value types are all java primitives (byte, char, short, int, long, float, double) and String, as well as arrays of all those types",N/A,,Neo.ClientError.Statement.ArgumentError
DRI-050,null value not supported,N/A,,Neo.ClientError.Statement.ArgumentError
DRI-051,The requested transaction is being used concurrently by another request.,08N11,25N03,Neo.ClientError.Transaction.TransactionAccessedConcurrently
DRI-052,$message,08N11,25N04,Neo.ClientError.Transaction.TransactionNotFound
DRI-053,"There is not enough memory to perform the current task. Please try increasing server.memory.heap.max_size' in the neo4j configuration (normally in 'conf/neo4j.conf' or, if you are using Neo4j Desktop, found through the user interface) or if you are running an embedded installation increase the heap by using '-Xmx' command line flag, and then restart the database.",51N59,51N36,Neo.TransientError.General.OutOfMemoryError
DRI-054,"There is not enough stack size to perform the current task. This is generally considered to be a database error, so please contact Neo4j support. You could try increasing the stack size: for example to set the stack size to 2M, add `server.jvm.additional=-Xss2M' to in the neo4j configuration (normally in 'conf/neo4j.conf' or, if you are using Neo4j Desktop, found through the user interface) or if you are running an embedded installation just add -Xss2M as command line flag.",51N59,51N37,Neo.TransientError.General.StackOverflowError
DRI-055,There are no available threads to serve this request at the moment. You can retry at a later time or consider increasing max thread pool size for bolt connector(s).,51N59,51N38,Neo.TransientError.Request.NoThreadsAvailable
DRI-060,$causeMessage,25000,,Neo.DatabaseError.Transaction.TransactionCommitFailed
DRI-061,$causeMessage,25000,,Neo.DatabaseError.Transaction.TransactionRollbackFailed
DRI-062,$causeMessage,25000,,Neo.DatabaseError.Transaction.TransactionStartFailed
DRI-065,Database does not exist. Database name: '$dbName',22000,22N51,Neo.ClientError.Database.DatabaseNotFound
DRI-066,Database '$dbName’ does not exist,22000,22N51,Neo.ClientError.Database.DatabaseNotFound
DRI-067,Unable to get a routing table for database '$dbName' because this database does not exist,22000,22N51,Neo.ClientError.Database.DatabaseNotFound
DRI-068,Routing table for database $db is empty,08N09,,Neo.TransientError.General.DatabaseUnavailable
DRI-069,Unable to get a routing table for database '$databaseName' because this database is unavailable,08N09,,Neo.TransientError.General.DatabaseUnavailable
DRI-070,Database '$db' is unavailable.,08N09,,Neo.TransientError.General.DatabaseUnavailable
DRI-071,$statusDescription,08N09,,Neo.TransientError.General.DatabaseUnavailable
DRI-072,The server has rejected this request as a resource is exhausted at the moment. You can retry at a later time. For further details see server logs.,51N59,,Neo.TransientError.Request.ResourceExhaustion
ETC-007,$wrappedError,50N42,,Neo.DatabaseError.Statement.ExecutionFailed
KNL-001,This Neo4j server is read-only for all databases,42N18,,Neo.ClientError.General.WriteOnReadOnlyAccessDatabase
KNL-002,The database $databaseName is in read-only mode on this Neo4j server,42N18,,Neo.ClientError.General.WriteOnReadOnlyAccessDatabase
KNL-003,No write operations are allowed on this database. The database is in read-only mode on this Neo4j instance.,42N18,,Neo.ClientError.General.WriteOnReadOnlyAccessDatabase
KNL-004,No write operations are allowed on this database. This is a read only Neo4j instance.,42N18,,Neo.ClientError.ForbiddenOnReadOnlyDatabase
KNL-005,"ForsetiClient[transactionId=$transactionId, clientId=$clientId] can't acquire $lockType $lockString because it would form this deadlock wait cycle:%n$deadLockCycleMessage",50N05,,Neo.TransientError.Transaction.DeadlockDetected
KNL-006,"ForsetiClient[transactionId=$transactionId, clientId=$clientId]  can't acquire $lockType on $lockString because holders of that lock are waiting for ForsetiClient[transactionId=$transactionId, clientId=$clientId].%n Wait list:$watiList",50N05,,Neo.TransientError.Transaction.DeadlockDetected
KNL-007,"ForsetiClient[transactionId=$transactionId, clientId=$clientId] can't acquire $lock on $type($resourceId), because we are waiting for $client that is committing on the same thread",50N05,,Neo.TransientError.Transaction.DeadlockDetected
KNL-008,The allocation of an extra $allocatedMemory would use more than the limit $limitMemory. Currently using $currentMemory.,51N72,,Neo.TransientError.General.MemoryPoolOutOfMemoryError
KNL-009,The allocation of an extra $allocatedMemory would use more than the limit $limitMemory. Currently using $currentMemory. $thresholdMemorySettingName threshold reached.,51N72,,Neo.TransientError.General.MemoryPoolOutOfMemoryError
